task_index,task_id,subcategory,eval_type,ground_truth,query
143,lila_calculus_043,calculus,math_symbolic,\boxed{1892},Compute the derivative of f(x) = 43*x^44 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
144,lila_calculus_044,calculus,math_symbolic,\boxed{1980},Compute the derivative of f(x) = 44*x^45 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
145,lila_calculus_045,calculus,math_symbolic,\boxed{2070},Compute the derivative of f(x) = 45*x^46 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
146,lila_calculus_046,calculus,math_symbolic,\boxed{2162},Compute the derivative of f(x) = 46*x^47 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
147,lila_calculus_047,calculus,math_symbolic,\boxed{2256},Compute the derivative of f(x) = 47*x^48 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
148,lila_calculus_048,calculus,math_symbolic,\boxed{2352},Compute the derivative of f(x) = 48*x^49 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
149,lila_calculus_049,calculus,math_symbolic,\boxed{2450},Compute the derivative of f(x) = 49*x^50 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
150,lila_calculus_050,calculus,math_symbolic,\boxed{2550},Compute the derivative of f(x) = 50*x^51 at x = 1.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
151,lila_geometry_001,geometry,float_tol,5.0,Find the hypotenuse of a right triangle with legs 3 and 4.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
152,lila_geometry_002,geometry,float_tol,10.0,Find the hypotenuse of a right triangle with legs 6 and 8.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
153,lila_geometry_003,geometry,float_tol,15.0,Find the hypotenuse of a right triangle with legs 9 and 12.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
154,lila_geometry_004,geometry,float_tol,20.0,Find the hypotenuse of a right triangle with legs 12 and 16.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
155,lila_geometry_005,geometry,float_tol,25.0,Find the hypotenuse of a right triangle with legs 15 and 20.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
156,lila_geometry_006,geometry,float_tol,30.0,Find the hypotenuse of a right triangle with legs 18 and 24.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
157,lila_geometry_007,geometry,float_tol,35.0,Find the hypotenuse of a right triangle with legs 21 and 28.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
158,lila_geometry_008,geometry,float_tol,40.0,Find the hypotenuse of a right triangle with legs 24 and 32.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
159,lila_geometry_009,geometry,float_tol,45.0,Find the hypotenuse of a right triangle with legs 27 and 36.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
160,lila_geometry_010,geometry,float_tol,50.0,Find the hypotenuse of a right triangle with legs 30 and 40.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
161,lila_geometry_011,geometry,float_tol,55.0,Find the hypotenuse of a right triangle with legs 33 and 44.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
162,lila_geometry_012,geometry,float_tol,60.0,Find the hypotenuse of a right triangle with legs 36 and 48.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
163,lila_geometry_013,geometry,float_tol,65.0,Find the hypotenuse of a right triangle with legs 39 and 52.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
164,lila_geometry_014,geometry,float_tol,70.0,Find the hypotenuse of a right triangle with legs 42 and 56.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
165,lila_geometry_015,geometry,float_tol,75.0,Find the hypotenuse of a right triangle with legs 45 and 60.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
166,lila_geometry_016,geometry,float_tol,80.0,Find the hypotenuse of a right triangle with legs 48 and 64.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
167,lila_geometry_017,geometry,float_tol,85.0,Find the hypotenuse of a right triangle with legs 51 and 68.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
168,lila_geometry_018,geometry,float_tol,90.0,Find the hypotenuse of a right triangle with legs 54 and 72.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
169,lila_geometry_019,geometry,float_tol,95.0,Find the hypotenuse of a right triangle with legs 57 and 76.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
170,lila_geometry_020,geometry,float_tol,100.0,Find the hypotenuse of a right triangle with legs 60 and 80.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
171,lila_geometry_021,geometry,float_tol,105.0,Find the hypotenuse of a right triangle with legs 63 and 84.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
172,lila_geometry_022,geometry,float_tol,110.0,Find the hypotenuse of a right triangle with legs 66 and 88.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
173,lila_geometry_023,geometry,float_tol,115.0,Find the hypotenuse of a right triangle with legs 69 and 92.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
174,lila_geometry_024,geometry,float_tol,120.0,Find the hypotenuse of a right triangle with legs 72 and 96.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
175,lila_geometry_025,geometry,float_tol,125.0,Find the hypotenuse of a right triangle with legs 75 and 100.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
176,lila_geometry_026,geometry,float_tol,130.0,Find the hypotenuse of a right triangle with legs 78 and 104.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
177,lila_geometry_027,geometry,float_tol,135.0,Find the hypotenuse of a right triangle with legs 81 and 108.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
178,lila_geometry_028,geometry,float_tol,140.0,Find the hypotenuse of a right triangle with legs 84 and 112.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
179,lila_geometry_029,geometry,float_tol,145.0,Find the hypotenuse of a right triangle with legs 87 and 116.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
180,lila_geometry_030,geometry,float_tol,150.0,Find the hypotenuse of a right triangle with legs 90 and 120.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
181,lila_geometry_031,geometry,float_tol,155.0,Find the hypotenuse of a right triangle with legs 93 and 124.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
182,lila_geometry_032,geometry,float_tol,160.0,Find the hypotenuse of a right triangle with legs 96 and 128.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
183,lila_geometry_033,geometry,float_tol,165.0,Find the hypotenuse of a right triangle with legs 99 and 132.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
184,lila_geometry_034,geometry,float_tol,170.0,Find the hypotenuse of a right triangle with legs 102 and 136.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
185,lila_geometry_035,geometry,float_tol,175.0,Find the hypotenuse of a right triangle with legs 105 and 140.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
186,lila_geometry_036,geometry,float_tol,180.0,Find the hypotenuse of a right triangle with legs 108 and 144.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
187,lila_geometry_037,geometry,float_tol,185.0,Find the hypotenuse of a right triangle with legs 111 and 148.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
188,lila_geometry_038,geometry,float_tol,190.0,Find the hypotenuse of a right triangle with legs 114 and 152.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
189,lila_geometry_039,geometry,float_tol,195.0,Find the hypotenuse of a right triangle with legs 117 and 156.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
190,lila_geometry_040,geometry,float_tol,200.0,Find the hypotenuse of a right triangle with legs 120 and 160.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
191,lila_geometry_041,geometry,float_tol,205.0,Find the hypotenuse of a right triangle with legs 123 and 164.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
192,lila_geometry_042,geometry,float_tol,210.0,Find the hypotenuse of a right triangle with legs 126 and 168.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
193,lila_geometry_043,geometry,float_tol,215.0,Find the hypotenuse of a right triangle with legs 129 and 172.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
194,lila_geometry_044,geometry,float_tol,220.0,Find the hypotenuse of a right triangle with legs 132 and 176.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
195,lila_geometry_045,geometry,float_tol,225.0,Find the hypotenuse of a right triangle with legs 135 and 180.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
196,lila_geometry_046,geometry,float_tol,230.0,Find the hypotenuse of a right triangle with legs 138 and 184.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
197,lila_geometry_047,geometry,float_tol,235.0,Find the hypotenuse of a right triangle with legs 141 and 188.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
198,lila_geometry_048,geometry,float_tol,240.0,Find the hypotenuse of a right triangle with legs 144 and 192.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
199,lila_geometry_049,geometry,float_tol,245.0,Find the hypotenuse of a right triangle with legs 147 and 196.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
200,lila_geometry_050,geometry,float_tol,250.0,Find the hypotenuse of a right triangle with legs 150 and 200.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
201,lila_combinatorics_001,combinatorics,set,"{2, 3}",Find the set of prime factors of 6.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
202,lila_combinatorics_002,combinatorics,set,"{2, 5}",Find the set of prime factors of 10.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
203,lila_combinatorics_003,combinatorics,set,"{2, 7}",Find the set of prime factors of 14.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
204,lila_combinatorics_004,combinatorics,set,"{2, 9}",Find the set of prime factors of 18.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
205,lila_combinatorics_005,combinatorics,set,"{2, 11}",Find the set of prime factors of 22.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
206,lila_combinatorics_006,combinatorics,set,"{2, 13}",Find the set of prime factors of 26.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
207,lila_combinatorics_007,combinatorics,set,"{2, 15}",Find the set of prime factors of 30.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
208,lila_combinatorics_008,combinatorics,set,"{2, 17}",Find the set of prime factors of 34.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
209,lila_combinatorics_009,combinatorics,set,"{2, 19}",Find the set of prime factors of 38.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
210,lila_combinatorics_010,combinatorics,set,"{2, 21}",Find the set of prime factors of 42.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
211,lila_combinatorics_011,combinatorics,set,"{2, 23}",Find the set of prime factors of 46.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
212,lila_combinatorics_012,combinatorics,set,"{2, 25}",Find the set of prime factors of 50.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
213,lila_combinatorics_013,combinatorics,set,"{2, 27}",Find the set of prime factors of 54.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
214,lila_combinatorics_014,combinatorics,set,"{2, 29}",Find the set of prime factors of 58.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
215,lila_combinatorics_015,combinatorics,set,"{2, 31}",Find the set of prime factors of 62.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
216,lila_combinatorics_016,combinatorics,set,"{2, 33}",Find the set of prime factors of 66.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
217,lila_combinatorics_017,combinatorics,set,"{2, 35}",Find the set of prime factors of 70.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
218,lila_combinatorics_018,combinatorics,set,"{2, 37}",Find the set of prime factors of 74.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
219,lila_combinatorics_019,combinatorics,set,"{2, 39}",Find the set of prime factors of 78.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
220,lila_combinatorics_020,combinatorics,set,"{2, 41}",Find the set of prime factors of 82.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
221,lila_combinatorics_021,combinatorics,set,"{2, 43}",Find the set of prime factors of 86.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
222,lila_combinatorics_022,combinatorics,set,"{2, 45}",Find the set of prime factors of 90.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
223,lila_combinatorics_023,combinatorics,set,"{2, 47}",Find the set of prime factors of 94.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
224,lila_combinatorics_024,combinatorics,set,"{2, 49}",Find the set of prime factors of 98.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
225,lila_combinatorics_025,combinatorics,set,"{2, 51}",Find the set of prime factors of 102.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
226,lila_combinatorics_026,combinatorics,set,"{2, 53}",Find the set of prime factors of 106.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
227,lila_combinatorics_027,combinatorics,set,"{2, 55}",Find the set of prime factors of 110.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
228,lila_combinatorics_028,combinatorics,set,"{2, 57}",Find the set of prime factors of 114.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
229,lila_combinatorics_029,combinatorics,set,"{2, 59}",Find the set of prime factors of 118.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
230,lila_combinatorics_030,combinatorics,set,"{2, 61}",Find the set of prime factors of 122.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
231,lila_combinatorics_031,combinatorics,set,"{2, 63}",Find the set of prime factors of 126.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
232,lila_combinatorics_032,combinatorics,set,"{2, 65}",Find the set of prime factors of 130.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
233,lila_combinatorics_033,combinatorics,set,"{2, 67}",Find the set of prime factors of 134.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
234,lila_combinatorics_034,combinatorics,set,"{2, 69}",Find the set of prime factors of 138.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
235,lila_combinatorics_035,combinatorics,set,"{2, 71}",Find the set of prime factors of 142.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
236,lila_combinatorics_036,combinatorics,set,"{2, 73}",Find the set of prime factors of 146.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
237,lila_combinatorics_037,combinatorics,set,"{2, 75}",Find the set of prime factors of 150.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
238,lila_combinatorics_038,combinatorics,set,"{2, 77}",Find the set of prime factors of 154.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
239,lila_combinatorics_039,combinatorics,set,"{2, 79}",Find the set of prime factors of 158.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
240,lila_combinatorics_040,combinatorics,set,"{2, 81}",Find the set of prime factors of 162.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
241,lila_combinatorics_041,combinatorics,set,"{2, 83}",Find the set of prime factors of 166.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
242,lila_combinatorics_042,combinatorics,set,"{2, 85}",Find the set of prime factors of 170.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
243,lila_combinatorics_043,combinatorics,set,"{2, 87}",Find the set of prime factors of 174.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
244,lila_combinatorics_044,combinatorics,set,"{2, 89}",Find the set of prime factors of 178.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
245,lila_combinatorics_045,combinatorics,set,"{2, 91}",Find the set of prime factors of 182.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
246,lila_combinatorics_046,combinatorics,set,"{2, 93}",Find the set of prime factors of 186.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
247,lila_combinatorics_047,combinatorics,set,"{2, 95}",Find the set of prime factors of 190.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
248,lila_combinatorics_048,combinatorics,set,"{2, 97}",Find the set of prime factors of 194.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
249,lila_combinatorics_049,combinatorics,set,"{2, 99}",Find the set of prime factors of 198.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
250,lila_combinatorics_050,combinatorics,set,"{2, 101}",Find the set of prime factors of 202.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
251,lila_physics_001,physics,float_tol,9.0,Calculate the kinetic energy (in Joules) of an object with mass 2 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
252,lila_physics_002,physics,float_tol,18.0,Calculate the kinetic energy (in Joules) of an object with mass 4 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
253,lila_physics_003,physics,float_tol,27.0,Calculate the kinetic energy (in Joules) of an object with mass 6 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
254,lila_physics_004,physics,float_tol,36.0,Calculate the kinetic energy (in Joules) of an object with mass 8 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
255,lila_physics_005,physics,float_tol,45.0,Calculate the kinetic energy (in Joules) of an object with mass 10 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
256,lila_physics_006,physics,float_tol,54.0,Calculate the kinetic energy (in Joules) of an object with mass 12 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
257,lila_physics_007,physics,float_tol,63.0,Calculate the kinetic energy (in Joules) of an object with mass 14 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
258,lila_physics_008,physics,float_tol,72.0,Calculate the kinetic energy (in Joules) of an object with mass 16 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
259,lila_physics_009,physics,float_tol,81.0,Calculate the kinetic energy (in Joules) of an object with mass 18 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
260,lila_physics_010,physics,float_tol,90.0,Calculate the kinetic energy (in Joules) of an object with mass 20 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
261,lila_physics_011,physics,float_tol,99.0,Calculate the kinetic energy (in Joules) of an object with mass 22 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
262,lila_physics_012,physics,float_tol,108.0,Calculate the kinetic energy (in Joules) of an object with mass 24 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
263,lila_physics_013,physics,float_tol,117.0,Calculate the kinetic energy (in Joules) of an object with mass 26 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
264,lila_physics_014,physics,float_tol,126.0,Calculate the kinetic energy (in Joules) of an object with mass 28 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
265,lila_physics_015,physics,float_tol,135.0,Calculate the kinetic energy (in Joules) of an object with mass 30 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
266,lila_physics_016,physics,float_tol,144.0,Calculate the kinetic energy (in Joules) of an object with mass 32 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
267,lila_physics_017,physics,float_tol,153.0,Calculate the kinetic energy (in Joules) of an object with mass 34 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
268,lila_physics_018,physics,float_tol,162.0,Calculate the kinetic energy (in Joules) of an object with mass 36 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
269,lila_physics_019,physics,float_tol,171.0,Calculate the kinetic energy (in Joules) of an object with mass 38 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
270,lila_physics_020,physics,float_tol,180.0,Calculate the kinetic energy (in Joules) of an object with mass 40 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
271,lila_physics_021,physics,float_tol,189.0,Calculate the kinetic energy (in Joules) of an object with mass 42 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
272,lila_physics_022,physics,float_tol,198.0,Calculate the kinetic energy (in Joules) of an object with mass 44 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
273,lila_physics_023,physics,float_tol,207.0,Calculate the kinetic energy (in Joules) of an object with mass 46 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
274,lila_physics_024,physics,float_tol,216.0,Calculate the kinetic energy (in Joules) of an object with mass 48 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
275,lila_physics_025,physics,float_tol,225.0,Calculate the kinetic energy (in Joules) of an object with mass 50 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
276,lila_physics_026,physics,float_tol,234.0,Calculate the kinetic energy (in Joules) of an object with mass 52 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
277,lila_physics_027,physics,float_tol,243.0,Calculate the kinetic energy (in Joules) of an object with mass 54 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
278,lila_physics_028,physics,float_tol,252.0,Calculate the kinetic energy (in Joules) of an object with mass 56 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
279,lila_physics_029,physics,float_tol,261.0,Calculate the kinetic energy (in Joules) of an object with mass 58 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
280,lila_physics_030,physics,float_tol,270.0,Calculate the kinetic energy (in Joules) of an object with mass 60 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
281,lila_physics_031,physics,float_tol,279.0,Calculate the kinetic energy (in Joules) of an object with mass 62 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
282,lila_physics_032,physics,float_tol,288.0,Calculate the kinetic energy (in Joules) of an object with mass 64 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
283,lila_physics_033,physics,float_tol,297.0,Calculate the kinetic energy (in Joules) of an object with mass 66 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
284,lila_physics_034,physics,float_tol,306.0,Calculate the kinetic energy (in Joules) of an object with mass 68 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
285,lila_physics_035,physics,float_tol,315.0,Calculate the kinetic energy (in Joules) of an object with mass 70 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
286,lila_physics_036,physics,float_tol,324.0,Calculate the kinetic energy (in Joules) of an object with mass 72 kg moving at velocity 3 m/s.  Solve this problem step-by-step using Python code or mathematical reasoning. Your final answer should be enclosed in \boxed{}.
